id,supplier_ext_id,name,logo_url,url,load_id,source_created
91,1870,Mela Solutions,Mela-Solutions.jpg,www.mela.co.uk,99,2021-07-02
92,1871,Great Ormond Street Foundation Trust (GOSH),,https://www.gosh.nhs.uk/,99,2021-07-02
93,1872,Change Healthcare,,https://www.changehealthcare.com/,99,2021-07-02
94,1873,Adobe,Adobe.jpg,https://www.adobe.com/,99,2021-07-02
95,1874,Insignia Medical Systems,Insignia Medical Systems.jpg,www.insigniamedical.co.uk,99,2021-07-02
96,1875,Technidata,Technidata.jpg,www.technidata-web.com,99,2021-07-02
97,1876,Fortrus,Fortrus-crop.jpg,https://www.fortrus.com/,99,2021-07-02
98,1877,Kronos,,https://www.kronos.co.uk/,99,2021-07-02
99,1878,Visbion,Visbion.jpg,www.visbion.com,99,2021-07-02
100,1879,Hospedia,,https://www.hospedia.com/,99,2021-07-02
101,1880,iMDSoft,iMDsoft.jpg,https://www.imd-soft.com/,99,2021-07-02
102,1881,Netcall,netcall-crop.jpg,www.netcall.com,999,2021-12-15
103,1882,SAP,SAP.jpg,www.sap.com,999,2021-12-15
104,1883,BSO,HSC-Business-Services-Organ.jpg,http://www.hscbusiness.hscni.net/,99,2021-07-02
105,1884,Northern Ireland Electronic Care Record (NIECR),,http://www.ehealthandcare.hscni.net/niecr/niecr.aspx,99,2021-07-02
106,1885,HSCNI,,https://jobs.hscni.net/,99,2021-07-02
107,1886,Newgate Technology,Newgate Technology.jpg,www.newgatetechnology.co.uk,999,2021-12-15
108,1887,Infor,Infor.jpg,www.infor.co.uk,99,2021-07-02
109,1888,CANCOM,,https://cancom.co.uk/,99,2021-07-02
110,1889,Salesforce,,https://www.salesforce.com/uk/,99,2021-07-02
111,1890,Datix,datix-crop.jpg,https://rldatix.com/en-nam,99,2021-07-02
112,1891,Graphnet Health,Graphnet.jpg,https://www.graphnethealth.com/,99,2021-07-02
113,1892,Nuance Communications UK,,https://www.nuance.com/en-gb/index.html,99,2021-07-02
114,1893,EPRO,,https://www.epro.com/,99,2021-07-02
115,1894,ZyLAB,Zylab.jpg,www.zylab.com,99,2021-07-02
116,1896,West Clinical Portal,,,99,2021-07-02
117,1898,QFI Consulting,,http://www.qficonsulting.com,99,2021-07-02
118,1899,Scribetech,,https://www.scribetech.co.uk/,99,2021-07-02
119,1900,Iron Mountain,,https://www.ironmountain.co.uk/,99,2021-07-02
120,1901,Insource,insource-crop.jpg,www.insource.co.uk,99,2021-07-02
121,1902,Mirth,Mirth.jpg,www.mirthcorp.com,99,2021-07-02
122,1903,CostFlex Systems,,https://www.costflex.com/,99,2021-07-02
123,1904,Msoft,msoft.jpg,www.msoft.co.uk,999,2021-12-15
124,1905,Heartsuite,Heartsuite.jpg,http://www.heartsuite.com/,99,2021-07-02
125,1906,Ideagen,,https://www.ideagen.com/,99,2021-07-02
126,1907,OpenText,,https://www.opentext.com/products-and-solutions/industries/healthcare,99,2021-07-02
127,1908,K2 Medical Systems,K2_crop.jpg,www.k2ms.com,99,2021-07-02
128,1910,OneAdvanced,,https://www.oneadvanced.com/,12222,2025-09-25
129,1911,CORE IMS,,https://www.coreims.co.uk/,99,2021-07-02
130,1912,Nextgen Healthcare,,https://www.nextgen.com/,99,2021-07-02
131,1913,IMS Maxims,imsMaximsLogo.jpg,www.imsmaxims.com,99,2021-07-02
132,1914,Critical Care Audit,,,99,2021-07-02
133,1915,Lancashire and South Cumbria STP,,https://www.healthierlsc.co.uk/,99,2021-07-02
134,1916,Drager,,https://www.draeger.com/en_uk/Home,681,2021-11-04
135,1917,Trustmarque,TrustMarque Solutions.jpg,www.trustmarque.com,99,2021-07-02
136,1918,NHS Connecting for Health,,,99,2021-07-02
137,1919,CHIS,,,99,2021-07-02
138,1920,Canon UK,Canon.jpg,https://www.canon-europe.com/,99,2021-07-02
139,1921,ePEX,,,99,2021-07-02
140,1922,Autofate,,,99,2021-07-02
141,1923,BridgeHead Software,BridgeHead-Logo.jpg,https://www.bridgeheadsoftware.com/,99,2021-07-02
142,1924,VoicePower,,https://voicepower.co.uk/about/,99,2021-07-02
143,1925,Greater Manchester and Cheshire &amp; Merseyside,,,99,2021-07-02
144,1926,Idox Health,,https://www.idoxgroup.com/,99,2021-07-02
145,1927,Elekta,Elekta.jpg,https://www.elekta.com/,99,2021-07-02
146,1928,Oncology Systems Limited,,https://osl.uk.com/,99,2021-07-02
147,1929,Alert Life Sciences Computing,,https://www.alert-online.com/,522,2021-10-15
148,1930,Belvan Business Intelligence Solutions,,,99,2021-07-02
149,1931,3M,3m.jpg,https://www.3m.co.uk/3M/en_GB/company-uk/,99,2021-07-02
150,1932,DScribe,DScribe.jpg,https://www.dscribe.co.uk/,99,2021-07-02
151,1933,Bellis-Jones Hill,,https://logex.com/uk/,99,2021-07-02
152,1934,North East Patches,,http://www.nepssg.nhs.uk/,99,2021-07-02
153,1935,Nervecentre Software,nervecentre-crop.jpg,www.nervecentresoftware.com,99,2021-07-02
154,1936,Epic,epic.jpg,https://www.epic.com/,99,2021-07-02
155,1938,Peterborough and Stamford Hospitals NHS Foundation Trust,,https://www.nwangliaft.nhs.uk/,99,2021-07-02
156,1939,GHG Software Developments,GHG-Software-Developments.jpg,http://www.talkingpoint.uk.com/,99,2021-07-02
157,1940,University College Hospital,,https://www.uclh.nhs.uk/,99,2021-07-02
158,1941,North Bristol NHS Trust,,https://www.nbt.nhs.uk/,99,2021-07-02
159,1942,RioMed,,http://www.riomed.com,99,2021-07-02
160,1943,Concentra,,https://www.concentra.co.uk/,99,2021-07-02
161,1944,Acubase,,http://www.acubase.co.uk/,99,2021-07-02
162,1945,Picis,picis2.gif,www.picis.com,99,2021-07-02
163,1946,ThinkVitals,,http://www.thinkvitals.com/,99,2021-07-02
164,1947,Medgate,,https://www.medgate.ch/de-ch/Default.aspx,99,2021-07-02
165,1948,Computacenter,Computacenter_logo.jpg,https://www.computacenter.com/uk,99,2021-07-02
166,1950,Method Analytics,,https://www.methodsanalytics.co.uk/,99,2021-07-02
167,1951,iNTERFACEWARE,Interfaceware.jpg,www.interfaceware.com,99,2021-07-02
168,1952,NHS Digital,,https://digital.nhs.uk/,99,2021-07-02
